,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,abstract,year
21,40839658,2025,2025 Aug 21,PLoS One,"['Muhamad Hendri EN', 'Hamid MSA', 'Yusoff BAHM', 'Mohamad N', 'Yusof A']",Yusof A,Effect of upper limb isometric training (ULIT) on hamstring strength in early postoperative anterior cruciate ligament reconstruction patients: Study protocol for a randomized controlled trial.,20,8,e0319724,['English'],101285081,,1932-6203,"['Journal Article', 'Clinical Trial Protocol']",PubMed - indexed for MEDLINE,,"['40839658', 'PMC12370102', 'pmc-id: PMC12370102;', '10.1371/journal.pone.0319724', 'PONE-D-25-05294']",10.1371/journal.pone.0319724,"['2025/02/07 00:00', '2025/04/11 00:00', '2025/08/23 12:47', '2025/08/23 12:46', '2025/08/21 13:48', '2025/08/21 00:00']",[],1,55,PloS one,doi: 10.1371/journal.pone.0319724,2025;20(8):e0319724,"Anterior cruciate ligament (ACL) injuries impact approximately 68.6 per 100,000 individuals annually, with ACL reconstruction (ACLR) being a common intervention for restoring knee stability in physically active individuals. Despite advancements in surgical techniques and rehabilitation protocols, patients often experience prolonged recovery, hamstring weakness, and neuromuscular deficits, increasing the risk of re-injury and osteoarthritis. Early-phase ACLR rehabilitation primarily focuses on managing pain, swelling, and quadriceps strength, frequently neglecting the critical role of hamstrings in knee stabilization. This leaves a gap in addressing imbalances that hinder functional recovery and return-to-sport timelines. Upper limb isometric training (ULIT) presents an innovative approach to enhance hamstring activation during the early rehabilitation phase. By leveraging the posterior myofascial kinetic chain (PMKC), ULIT indirectly stimulates hamstrings through bilateral static upper limb exercises, such as wall push up, shoulder extension and scapular retraction, promoting neuromuscular coordination and kinetic chain synergy. These exercises mitigate challenges associated with direct hamstring loading, such as arthrogenic muscle inhibition and graft protection needs. Preliminary research suggests upper limb resistance exercise at submaximal voluntary contraction facilitates inter-limb strength gains, improves core abdominals and hamstring activation, and reduces knee imbalances, supporting accelerated recovery and reduced re-injury risk. The ULIT demonstrates potential as an alternative warm-up exercise to promote hamstring activation and enhance overall readiness for physical activity. Emerging findings highlight ULIT as a safe and potentially effective supplementary intervention, but further research is essential to establish its role in ACLR rehabilitation and develop evidence-based protocols. This study aims to evaluate the effects of integrating ULIT into standard care rehabilitation on hamstring strength and physical function in early-phase postoperative ACLR patients with hamstring autograft. The findings could introduce a novel and effective strategy to optimize recovery, enhance functional outcomes, and support a safer return to sport. Trial registration number: ACTRN12624001445561 and available at https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=388441&isReview=true.",2025
22,40713700,2025 Jul 25,2025 Jul 25,Trials,"['Patra RC', 'Gupta S', 'Yashudas A', 'Mahajan S']",Mahajan S,"Effects of isoinertial training on muscle power, endurance, isometric strength, and balance: randomized clinical trial in patients with post-ACL reconstruction.",26,1,257,['English'],101263253,,1745-6215,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,epublish,"['40713700', 'PMC12297821', 'pmc-id: PMC12297821;', '10.1186/s13063-025-08953-0', '10.1186/s13063-025-08953-0']",10.1186/s13063-025-08953-0,"['2024/06/22 00:00', '2025/07/02 00:00', '2025/07/28 08:45', '2025/07/28 08:44', '2025/07/27 01:03', '2025/07/25 00:00']",[],1,22,Trials,doi: 10.1186/s13063-025-08953-0,2025 Jul 25;26(1):257,"BACKGROUND: ACL reconstruction surgery leads to temporary limitations in knee movement due to weakness in the quadriceps, swelling, and stiffness. Effective therapy is necessary to regain strength and functionality. While flywheel resistance training enhances strength and eccentric loading, there is limited knowledge about its effectiveness in conjunction with conventional rehabilitation methods. This study evaluates the impact of both conventional rehabilitation and isoinertial therapy on muscle power, endurance, isometric strength, and balance in patients following ACL repair. METHODS: A total of 96 out of 136 patients aged 18 to 45 who had been randomly assigned to groups were included 3 weeks post-procedure. Over 6 weeks, 47 patients in group A (n = 47) participated in both isoinertial training and conventional therapy protocals while in group B (n = 49) followed a conventional rehabilitation protocol for just 30 min daily. To assess the patients' muscle power, endurance, isometric strength, and balance, a flywheel ergometer (D11 Plus; Desmotec, Biella, Italy) was utilized both before and after the 6-week treatment period. RESULTS: Group A had statistically significant increases in eccentric muscular power (p = 0.0001), whereas there was no noticeable difference between the two groups in isometric strength, balance, or concentric power (p = 0.731, p = 0.786, and p = 0.815, respectively). CONCLUSION: The finding indicates that isometric strength, balance, and both concentric and eccentric muscular power were successfully improved by both 6-week interventions: traditional rehabilitation alone and in conjunction with isoinertial training. But when compared to traditional therapy alone, the isoinertial training group showed better gains in muscular endurance. There were no discernible variations in the groups' isometric strength or balance results. The study also emphasizes how isoinertial training can effectively increase eccentric power. TRIAL REGISTRATION: The ethics approval number is LPU/IEC/2018/01/09. Registered in the Clinical Trials Registry of India under CTRI/2019/06/019858 dated 23/09/2021.",2025
23,40351242,2026 Feb,2025 May 12,Knee Surg Sports Traumatol Arthrosc,"['Lawless AM', 'Ebert JR', 'Edwards PK', 'Malik SS', 'Davies PSE', ""D'Alessandro PA""]",D'Alessandro PA,A semitendinosus with adjustable button graft construct in patients undergoing hamstring ACL reconstruction results in improved knee flexor strength symmetry and less donor site pain and morbidity: Outcomes from the DOSTAR randomized controlled trial.,34,2,484-493,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['40351242', 'PMC12850584', 'pmc-id: PMC12850584;', '10.1002/ksa.12698']",10.1002/ksa.12698,"['2025/04/03 00:00', '2025/02/04 00:00', '2025/04/05 00:00', '2026/01/28 19:21', '2025/05/12 06:32', '2025/05/12 05:14', '2026/01/28 00:00']",[],1,25,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1002/ksa.12698,2026 Feb;34(2):484-493,"PURPOSE: To compare donor site morbidity and patient-reported outcome measures (PROMs), knee laxity and early strength and functional outcomes, following anterior cruciate ligament reconstruction (ACLR) using a semitendinosus (ST) tendon autograft with suspensory adjustable button tibial fixation or semitendinosus-gracilis (STG) autograft with tibial screw fixation. METHODS: While 153 patients were prospectively recruited and randomized to an ST or STG autograft, 131 (62 ST and 69 STG) were retained following ACLR and followed post-surgery. Standardized surgical techniques were employed, varying only in graft selection and fixation. The primary study outcomes were early hamstring pain, donor site morbidity and strength recovery. However, several outcomes were assessed pre-surgery and at 3 and 6 months, encompassing the Donor-site-related Functional Problems following Anterior Cruciate Ligament Reconstruction (DFPACLR) score, Visual Analogue Scale (VAS) for hamstring pain and other commonly employed PROMs, anteroposterior laxity (KT-1000), isokinetic hamstring and quadriceps strength, hop testing, complications and re-operations. Intention-to-treat analysis was performed using linear mixed models for continuous data and Mann-Whitney U tests where appropriate. RESULTS: At 6 months, ST patients reported significantly lower hamstring pain (p < 0.001) and DFPACLR (p < 0.001) scores. A significantly higher (p < 0.001) peak knee flexor strength limb symmetry index (LSI) was observed for the ST group, though no other group differences in side-to-side laxity, hop tests or other normalized strength measures or LSIs were observed. CONCLUSIONS: ACLR using an ST autograft resulted in less donor site pain and morbidity, and improved knee flexor strength symmetry at 6 months, while demonstrating comparable functional outcomes to the STG autograft. LEVEL OF EVIDENCE: Level 1 prospective, double-blinded, randomized controlled trial.",2026
24,40269014,2025 Apr 23,2025 Apr 23,Sci Rep,"['Khanmohammadi R', 'Zare S', 'Musavi A', 'Ahmadi M']",Ahmadi M,The effect of incorporating whole body vibration into exercise therapy on the corticomotor excitability of the quadriceps in athletes following anterior cruciate ligament reconstruction.,15,1,14063,['English'],101563288,,2045-2322,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,epublish,"['40269014', 'PMC12019341', 'pmc-id: PMC12019341;', '10.1038/s41598-025-98134-5', '10.1038/s41598-025-98134-5']",10.1038/s41598-025-98134-5,"['2024/09/28 00:00', '2025/04/09 00:00', '2025/04/24 12:30', '2025/04/24 00:27', '2025/04/24 00:00', '2025/04/23 00:00']",[],1,33,Scientific reports,doi: 10.1038/s41598-025-98134-5,2025 Apr 23;15(1):14063,"Previous studies have shown that athletes recovering from anterior cruciate ligament (ACL) reconstruction experience a decline in motor cortex excitability and injury-related cortical reorganization, potentially leading to ongoing complications and a higher risk of subsequent injuries. Therefore, incorporating an intervention that consistently delivers sensory inputs to the central nervous system and enhances excitability at both spinal and supra-spinal levels, in addition to exercise therapy, may offer greater benefits. The purpose of this study was to explore whether combining whole body vibration (WBV) with exercise therapy enhances motor cortical excitability in athletes undergoing ACL reconstruction more effectively than exercise therapy alone. Additionally, it aimed to assess whether this combination improves quadriceps strength and reduces functional limitations in daily activities. This study is a randomized, single-blinded, controlled trial. Twenty-six participants were assigned to either the WBV plus exercise therapy group (intervention group) or the exercise therapy-only group (control group). Outcome measures, assessed before and after treatment, included motor cortex excitability [active motor threshold (AMT) and motor-evoked potential amplitude of the quadriceps], isometric peak torque of the quadriceps, and daily functional disabilities using the knee outcome survey activities of daily living scale (KOS-ADL scale). The treatment period consisted of 12 sessions (4 weeks, with 3 sessions per week). A two-way mixed ANOVA was conducted to examine the main effects of group, time and their interactions. The results showed that in the intervention group (WBV plus exercise therapy), AMT significantly decreased (F(1, 12) = 11.35, P = 0.006, eta(2) = 0.486), while the control group (exercise therapy only) showed no significant change (F(1, 12) = 0.252, P = 0.625, eta(2) = 0.021). In the intervention group, AMT decreased by 19.47% post-treatment. Both groups showed significant improvements in isometric peak torque and KOS-ADL scores (P < 0.001), with large effect sizes for these parameters. The study concluded that adding WBV to exercise therapy is more effective in increasing motor cortex excitability compared to exercise therapy alone. However, since both groups showed significant improvements in quadriceps peak torque and KOS-ADL scores, it suggests that the addition of WBV did not provide substantial added benefits in enhancing quadriceps strength and improving daily functional abilities. The observed improvements may primarily be attributed to exercise therapy. Nonetheless, it is important to consider the small sample size and low statistical power when interpreting these results.RCT registration: On the Iranian Registry of Clinical Trials (IRCT20220220054078N1).",2025
25,40133434,2025 Mar 25,2025 Mar 25,Sci Rep,"['Zhang D', 'Wang X', 'Huang G', 'Wu L', 'He Y', 'Huang Y', 'Zhang G']",Zhang G,Ultrasound guided proximal adductor canal and pes anserinus blocks improve early recovery after arthroscopic ACL reconstruction.,15,1,10236,['English'],101563288,,2045-2322,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,epublish,"['40133434', 'PMC11937564', 'pmc-id: PMC11937564;', '10.1038/s41598-025-94343-0', '10.1038/s41598-025-94343-0']",10.1038/s41598-025-94343-0,"['2024/12/23 00:00', '2025/03/13 00:00', '2025/03/26 13:07', '2025/03/26 13:06', '2025/03/26 00:24', '2025/03/25 00:00']",[],1,42,Scientific reports,doi: 10.1038/s41598-025-94343-0,2025 Mar 25;15(1):10236,"To explore the impact of ultrasound-guided proximal adductor canal and pes anserinus tendon block on early recovery after anterior cruciate ligament reconstruction surgery via daytime knee arthroscopy. A total of 127 patients, aged 18-60 years, with ASA class I-II, undergoing anterior cruciate ligament reconstruction via knee arthroscopy under general anesthesia with laryngeal mask airway intubation, were selected. These patients were randomly divided into three groups: Group C (43 cases), Group N(1) (41 cases), and Group N(2) (43 cases). Control group C: received proximal block of the adductor canal with 0.5% ropivacaine (15 ml); Experimental group N(1): received proximal block of the adductor canal combined with tendon block of the pes anserinus with 0.5% ropivacaine (15 ml per site); Experimental group N(2): received proximal block of the adductor canal combined with tendon block of the pes anserinus with 0.5% ropivacaine plus 5 mg dexamethasone (15 ml per site). Record the VAS scores at each time point after awakening, 3 h after surgery, 6 h after surgery, 12 h after surgery, 24 h after surgery, 48 h after surgery, and 72 h after surgery during rest and knee flexion activities of the knee joint. Record the quadriceps muscle strength after awakening, Ramsay sedation score after awakening, time of first ambulation after surgery, and the amount of sufentanil, propofol, and remifentanil used during the operation. Record the amount of tramadol and flurbiprofen axetil added postoperatively. Record the anxiety scores and rapid eye movement sleep behavior disorder scores before and 3 days after surgery. Record the occurrence of breakthrough pain and adverse reactions 3 days after surgery. Compared with Group C, both Group N(1) and Group N(2) showed significantly lower rest and activity VAS scores at all time points on postoperative day 3 (P < 0.05), earlier time to first ambulation after surgery (P < 0.05), significantly lower HADS-A scores and sleep scores on postoperative day 3 (P < 0.05), significantly higher Ramsay sedation scores after awakening (P < 0.05), and significantly reduced use of additional tramadol and flurbiprofen axetil after surgery (P < 0.05). The intraoperative sufentanil dosage was also significantly reduced (P < 0.05). There were no statistically significant differences in quadriceps muscle strength and adverse reactions during the awakening period among the three groups (P > 0.05). Ultrasound-guided proximal adductor canal and pes anserinus tendon block (15 ml of 0.5% ropivacaine each) can effectively alleviate pain 3 days after anterior cruciate ligament reconstruction surgery under knee arthroscopy, with good analgesic effects, and has minimal impact on quadriceps muscle strength after awakening, promoting early postoperative ambulation; at the same time, this blocking method can reduce the occurrence of postoperative anxiety and sleep disorders.",2025
26,40101801,2025 Oct 1,2025 Mar 6,Am J Phys Med Rehabil,"['McGurren DP', 'Glattke KE', 'Chhabra A', 'Boddu SP', 'Poon SK', 'Flug JA', 'Brinkman JC', 'Goetzinger S', 'Lee JE', 'Nocella A', 'Rogge J', 'De Luigi AJ']",De Luigi AJ,Assessment of Interrater Reliability for Interpretation of Musculoskeletal Ultrasound Imaging of the Quadriceps Femoris.,104,10,906-910,['English'],8803677,0894-9115,1537-7385,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['40101801', '10.1097/PHM.0000000000002731', '00002060-202510000-00007']",10.1097/PHM.0000000000002731,"['2024/08/13 00:00', '2025/02/21 00:00', '2025/09/19 06:32', '2025/03/19 00:35', '2025/03/18 20:33']",[],1,0,American journal of physical medicine & rehabilitation,doi: 10.1097/PHM.0000000000002731,2025 Oct 1;104(10):906-910,"OBJECTIVE: The aim of the study was to assess the interrater reliability between seven individuals assessing quadriceps femoris cross-sectional area, echo intensity, and corrected echo intensity. DESIGN: A retrospective subanalysis of data collected in a randomized controlled clinical trial (IRB 19-008473. NCT ID NCT04302558). Patients aged 13-50 yrs with an anterior cruciate ligament tear requiring surgical reconstruction were assessed for cross-sectional area of the rectus femoris, vastus intermedius, vastus lateralis, vastus medialis, and vastus medialis obliquis, and echo intensity of the rectus femoris. Musculoskeletal ultrasound imaging of the quadriceps was performed by one physical therapist, and quantitative assessments were performed by four physicians and three physical therapists. RESULTS: Physicians and physical therapists had good reliability for cross-sectional area of the rectus femoris (median interclass correlation 0.86 doctor of medicine (MD) and 0.84 physical therapist), cross-sectional area of the vastus medialis obliquis (0.82 and 0.82), and echo intensity mean (0.92 and 0.92). Rectus femoris cross-sectional area had the smallest coefficient of variation (26.512.7%), whereas subcutaneous fat had the largest coefficient of variation (93.3% left, 86.4% middle, 86.1% right). CONCLUSIONS: These findings demonstrate reliability between physicians and physical therapists in interpretation of ultrasound images of the quadriceps. The inconsistency demonstrates the need for a consistent training across disciplines to ensure accurate image interpretation.",2025
27,39970465,2025 Jan,2025 Jan 9,J Back Musculoskelet Rehabil,"['Li S', 'Lu B', 'Zhang Y', 'Liu J', 'Xu W', 'Li Q']",Li Q,The effect of neuromuscular electrical stimulation superimposed on quadriceps training on gait dynamics after anterior cruciate ligament reconstruction.,38,1,139-147,['English'],9201340,1053-8127,1878-6324,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['39970465', '10.1177/10538127241296376']",10.1177/10538127241296376,"['2025/02/19 18:21', '2025/02/19 18:20', '2025/02/19 17:23']",[],1,0,Journal of back and musculoskeletal rehabilitation,doi: 10.1177/10538127241296376,2025 Jan;38(1):139-147,"BACKGROUND: Abnormal gait dynamics are an important risk factor responsible for the high incidence of traumatic knee osteoarthritis in patients undergoing anterior cruciate ligament (ACL) reconstruction. OBJECTIVE: To evaluate the effect of neuromuscular electrical stimulation (NMES) superimposed quadriceps training on gait dynamics. METHODS: A total of 32 postoperative patients were randomly allocated to the NMES and conventional training (CT) groups, with 16 patients per group. Patients in the CT group received the standardized conventional training for 60 min per day, 3 days per week for 6 weeks, while those in the NMES group received the same conventional training, but with NMES superimposed on the conventional open chain training of the quadriceps. The amount of time for training was equal between the two groups. Patients were evaluated at 8 and 14 weeks after surgery. The outcome measurements were maximum voluntary isometric contraction (MVIC) of the quadriceps used to assess the quadriceps strength, Lysholm score used to assess knee function and peak vertical ground reaction force (PvGRF), heel medial (HM) peak pressure and heel lateral (HL) peak pressure used to assess gait dynamics. RESULTS: Compared to the CT group, the NMES group had greater improvements in quadriceps strength (p<0.001, effect size = 2.93), knee function (p = 0.049, effect size = 2.06), and gait loading (including HL peak pressure (P = 0.007, effect size = 0.89) and PvGRF (P = 0.019, effect size = 0.62)). After the intervention, participants in both groups had a significantly lower rearfoot impulse and significantly higher forefoot impulse. CONCLUSIONS: The NMES superimposed on conventional quadriceps open chain training has shown additional improvements in gait loading in patients after ACL reconstruction, which suggests it may contribute to delaying the onset of early postoperative traumatic knee osteoarthritis. In addition, changes in foot impulse may suggest a progressive trend in quadriceps avoidance gait in the early postoperative period.",2025
28,39947195,2025 Sep 1,2025 Feb 13,J Sport Rehabil,"['Cao X', 'Liu J', 'Zhao J', 'Feng S', 'Zhao Z']",Zhao Z,Evaluation of the Application of BOth Sides Up Ball Training Combined With Resistance Training in Joint Stability Improvement Following Anterior Cruciate Ligament Reconstruction Surgery in Teenage Athletes.,34,7,733-739,['English'],9206500,1056-6716,1543-3072,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,epublish+ppublish,"['39947195', '10.1123/jsr.2024-0160']",10.1123/jsr.2024-0160,"['2024/04/23 00:00', '2025/01/02 00:00', '2025/01/02 00:00', '2025/08/31 19:48', '2025/02/14 00:23', '2025/02/13 18:43']",[],1,0,Journal of sport rehabilitation,doi: 10.1123/jsr.2024-0160,2025 Sep 1;34(7):733-739,"Adolescent athletes participating in sports involving sudden directional changes, pivoting, and jumping frequently sustain anterior cruciate ligament (ACL) ruptures. ACL reconstruction (ACLR) surgery is often required, followed by a lengthy rehabilitation period. This study aims to evaluate the effectiveness of combining BOth Sides Up (BOSU) ball exercises with conventional resistance training in the recovery of joint stability and function after ACLR in adolescent athletes. Thirty adolescent athletes (ages 14-18) who underwent ACLR were randomly allocated to either the control group receiving traditional postoperative rehabilitation (n = 15) or the intervention group combining BOSU ball training with resistance exercises (n = 15). Joint stability, proprioception, strength, and functional outcomes were assessed before the procedure, as well as 3, 6, and 12 months after the operation using the KT-1000 arthrometer, Y-balance test, isokinetic dynamometry, and the ACL-Return to Sport after Injury ACL-Return to Sport after Injury (ACL-RSI) scale. The intervention group demonstrated notably better anterior-posterior knee joint stability (P < .05) than the control group at the 6-month and 12-month follow-ups after the surgery, greater reach distances in the Star Excursion Balance Test (P < .05), higher quadriceps and hamstring strength ratios (P < .05), and superior ACL-RSI scores (P < .01). Incorporating BOSU ball training with resistance exercises appears to be more effective than traditional rehabilitation alone in enhancing joint stability and neuromuscular control after ACLR in adolescent athletes. These results provide evidence supporting the incorporation of unstable surfaces into a comprehensive rehabilitation program to optimize recovery and safe return to sports.",2025
29,39930348,2025 Nov,2025 Feb 10,Sports Health,"['Rodriguez KM', 'Palmieri-Smith RM', 'Krishnan C']",Krishnan C,Operant Upconditioning of the Quadriceps Motor Evoked Torque as a Means to Improve Quadriceps Function After ACL Reconstruction.,17,6,1293-1305,['English'],101518422,1941-7381,1941-0921,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['39930348', 'PMC11811944', 'pmc-id: PMC11811944;', '10.1177/19417381251313775']",10.1177/19417381251313775,"['2025/10/28 12:28', '2025/02/11 00:18', '2025/02/10 23:43', '2026/02/10 00:00']",[],1,58,Sports health,doi: 10.1177/19417381251313775,2025 Nov;17(6):1293-1305,"BACKGROUND: Diminished corticospinal excitability is theorized to contribute to poor quadriceps function after anterior cruciate ligament (ACL) reconstruction. Operant conditioning of the motor evoked torque (MEP(TORQUE)) is a promising approach capable of improving corticospinal excitability. However, it is unknown whether increasing corticospinal excitability can improve quadriceps function after a short-term operant conditioning intervention in patients with reconstructed ACL. HYPOTHESIS: After ACL reconstruction, patients would demonstrate increases in quadriceps strength, voluntary activation, and corticospinal excitability after a 2-week operant conditioning intervention. STUDY DESIGN: Randomized controlled clinical trial. LEVEL OF EVIDENCE: Level 1. METHODS: A total of 22 patients with reconstructed ACL were randomized into 1 of 2 groups: group 1 received 2 weeks of operant conditioning training on the reconstructed leg to improve their transcranial magnetic stimulation (TMS)-elicited MEP(TORQUE) responses (COND); group 2 received 2 weeks of TMS only (SHAM-COND). Quadriceps strength, voluntary activation, and corticospinal excitability on the reconstructed leg were evaluated before and after the 2-week intervention. Within-session changes in corticospinal excitability were also evaluated during the training sessions. RESULTS: The COND group demonstrated a significantly higher within-session percent increase in MEP(TORQUE) during training compared with the SHAM-COND group, paralleled by a significant increase in corticospinal excitability after the 2-week intervention. In addition, quadriceps strength and voluntary activation improved on the reconstructed leg after the 2-week intervention, regardless of group. CONCLUSION: Operant conditioning training can elicit improvements in corticospinal excitability after ACL reconstruction; however, improvements in quadriceps strength and voluntary activation seem not to be attributed solely to operant upconditioning training. CLINICAL RELEVANCE: Operant conditioning is a promising approach to improve corticospinal excitability after ACL reconstruction. However, optimizing the delivery of operant conditioning protocols by potentially increasing the dosage of operant conditioning and intervening earlier after surgery may be needed to translate these changes to improvements in quadriceps function.",2025
30,39855903,2025 Jan-Feb,,Acta Ortop Mex,"['García-Linage R', 'Lassard-Rosenthal J', 'Noval-García R', 'Muñiz-Madrazo A', 'Fraind-Maya G', 'Palmero-Picazo J', 'German-Córdoba I', 'Zimbrón-López D']",Zimbrón-López D,[Autologous hamstring versus quadriceps graft in anterior cruciate ligament plasty. Comparative study with focus on Return-To-Sport].,39,1,19-26,['Spanish'],101190312,2306-4102,,"['Journal Article', 'Randomized Controlled Trial', 'Comparative Study', 'English Abstract']",PubMed - indexed for MEDLINE,ppublish,"['39855903', 'S2306-4102(25)118848-0']",,"['2025/01/25 13:53', '2025/01/25 13:52', '2025/01/24 21:32']",[],1,0,Acta ortopedica mexicana,,2025 Jan-Feb;39(1):19-26,"INTRODUCTION: anterior cruciate ligament rupture has evolved to be one of the most common sports injuries with a remarkable increase in its incidence in the last two decades, with Return-To-Sport being a crucial approach in the choice of autologous graft for its surgical repair, the most commonly used being hamstring and quadriceps tendon graft. MATERIAL AND METHODS: a prospective randomized study was performed with 32 patients divided into two groups, one for each type of graft, with 13 patients in each. They were evaluated before surgery, at 30, 180 and 360 days after the procedure using scales such as Lysholm, mCKRS and ACL-RSI, and their previous activity level was considered using the Tegner score. RESULTS: it was observed that, at 30 and 180 days after surgery, there were significant differences in pain assessment using the VAS scale between the groups, while at 360 days no significant differences were observed. No significant differences were found in Lysholm and mCKRS scale scores in either group at days 30, 180, and 360, but significant differences were found in ACL-RSI scale scores at 30 and 180 days between the two groups, which did not hold at 360 days. CONCLUSION: despite the difference in postoperative pain, Return-To-Sport times and overall recovery showed no significant differences between the two types of grafts in this study.",2025
31,39810716,2025 Jul,2025 Jan 15,Knee Surg Sports Traumatol Arthrosc,"['Calvert ND', 'Ebert JR', 'Radic R']",Radic R,Kneeling tolerance when using quadriceps tendon autograft for anterior cruciate ligament reconstruction is superior to hamstring tendon autograft.,33,7,2390-2396,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['39810716', '10.1002/ksa.12583']",10.1002/ksa.12583,"['2025/01/02 00:00', '2024/11/04 00:00', '2025/01/02 00:00', '2025/07/01 07:06', '2025/01/15 06:21', '2025/01/15 04:23']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1002/ksa.12583,2025 Jul;33(7):2390-2396,"PURPOSE: To investigate kneeling tolerance in patients undergoing hamstring (HT) versus quadriceps (QT) anterior cruciate ligament reconstruction (ACLR) and investigate correlation with patient-reported outcome measures (PROMs). METHODS: After recruitment and randomisation, 112 patients (HT = 55; QT = 57) underwent ACLR. Patients were assessed at 6, 12 and 24 months using the Kneeling Tolerance Test, which evaluates patient-reported pain in a position of both 90 (KT90) and 110 (KT110) degrees of knee flexion. PROMs collected included the International Knee Documentation Committee (IKDC) questionnaire and the ACL Return to Sport after Injury (ACL-RSI) questionnaire. RESULTS: Kneeling tolerance at KT90 and KT110 improved (p < 0.05) for both graft types across all time points. There was no difference in KT90 scores between groups at 6 or 12 months. At 24 months, kneeling tolerance was superior in the QT group (mean HT 93 +/- 9 vs. QT 98 +/- 5; p = 0.003). For KT110 scores, a statistically significant difference was noted at 6 (mean HT 80 +/- 25 vs. QT 89 +/- 12; p = 0.027), 12 (mean HT 90 +/- 13 vs. QT 95 +/- 10; p = 0.040) and 24 months (mean HT 92 +/- 10 vs. QT 97 +/- 5; p = 0.003). The ACL-RSI was significantly correlated with KT90 and KT110 at 24 months (r = 0.40, p < 0.001; r = 0.40, p < 0.001). Other PROMs demonstrated significant weak-to-moderate correlations with kneeling tolerance. CONCLUSION: Patients undergoing ACLR with a QT versus HT autograft report superior kneeling tolerance up to 2 years postsurgery, more prominent in deeper (110 degrees ) knee flexion. A strong correlation with ACL-RSI was demonstrated at 2 years. REGISTRATION: ACTRN12618001520224p (Australian New Zealand Clinical Trials Registry). LEVEL OF EVIDENCE: Level 1.",2025
